t,V
4.539,1.552
4.5392,1.552
4.5394,1.552
4.5396,1.552
4.5398,1.552
4.54,1.552
4.5402,1.544
4.5404,1.544
4.5406,1.544
4.5408,1.536
4.541,1.536
4.5412,1.536
4.5414,1.528
4.5416,1.528
4.5418,1.528
4.542,1.52
4.5422,1.52
4.5424,1.52
4.5426,1.52
4.5428,1.52
4.543,1.512
4.5432,1.512
4.5434,1.512
4.5436,1.512
4.5438,1.504
4.544,1.504
4.5442,1.496
4.5444,1.496
4.5446,1.496
4.5448,1.496
4.545,1.488
4.5452,1.488
4.5454,1.488
4.5456,1.48
4.5458,1.48
4.546,1.472
4.5462,1.472
4.5464,1.464
4.5466,1.464
4.5468,1.464
4.547,1.456
4.5472,1.456
4.5474,1.448
4.5476,1.448
4.5478,1.44
4.548,1.44
4.5482,1.44
4.5484,1.432
4.5486,1.432
4.5488,1.424
4.549,1.424
4.5492,1.416
4.5494,1.416
4.5496,1.416
4.5498,1.416
4.55,1.408
4.5502,1.4
4.5504,1.4
4.5506,1.4
4.5508,1.392
4.551,1.384
4.5512,1.384
4.5514,1.376
4.5516,1.376
4.5518,1.376
4.552,1.368
4.5522,1.368
4.5524,1.36
4.5526,1.352
4.5528,1.352
4.553,1.344
4.5532,1.336
4.5534,1.336
4.5536,1.328
4.5538,1.32
4.554,1.32
4.5542,1.312
4.5544,1.312
4.5546,1.304
4.5548,1.304
4.555,1.296
4.5552,1.296
4.5554,1.288
4.5556,1.28
4.5558,1.28
4.556,1.272
4.5562,1.272
4.5564,1.264
4.5566,1.264
4.5568,1.256
4.557,1.248
4.5572,1.248
4.5574,1.24
4.5576,1.232
4.5578,1.232
4.558,1.224
4.5582,1.216
4.5584,1.208
4.5586,1.208
4.5588,1.2
4.559,1.2
4.5592,1.192
4.5594,1.192
4.5596,1.184
4.5598,1.176
4.56,1.176
4.5602,1.176
4.5604,1.168
4.5606,1.16
4.5608,1.16
4.561,1.16
4.5612,1.152
4.5614,1.144
4.5616,1.144
4.5618,1.144
4.562,1.136
4.5622,1.136
4.5624,1.128
4.5626,1.128
4.5628,1.128
4.563,1.12
4.5632,1.12
4.5634,1.112
4.5636,1.112
4.5638,1.112
4.564,1.112
4.5642,1.104
4.5644,1.104
4.5646,1.096
4.5648,1.104
4.565,1.096
4.5652,1.088
4.5654,1.096
4.5656,1.088
4.5658,1.088
4.566,1.088
4.5662,1.088
4.5664,1.088
4.5666,1.088
4.5668,1.088
4.567,1.08
4.5672,1.08
4.5674,1.08
4.5676,1.088
4.5678,1.08
4.568,1.08
4.5682,1.08
4.5684,1.08
4.5686,1.08
4.5688,1.08
4.569,1.08
4.5692,1.08
4.5694,1.08
4.5696,1.088
4.5698,1.08
4.57,1.088
4.5702,1.08
4.5704,1.088
4.5706,1.088
4.5708,1.096
4.571,1.088
4.5712,1.096
4.5714,1.096
4.5716,1.104
4.5718,1.104
4.572,1.104
4.5722,1.104
4.5724,1.104
4.5726,1.112
4.5728,1.112
4.573,1.112
4.5732,1.12
4.5734,1.12
4.5736,1.12
4.5738,1.128
4.574,1.128
4.5742,1.136
4.5744,1.144
4.5746,1.144
4.5748,1.152
4.575,1.152
4.5752,1.16
4.5754,1.168
4.5756,1.168
4.5758,1.176
4.576,1.176
4.5762,1.184
4.5764,1.184
4.5766,1.192
4.5768,1.2
4.577,1.2
4.5772,1.2
4.5774,1.208
4.5776,1.216
4.5778,1.224
4.578,1.224
4.5782,1.232
4.5784,1.232
4.5786,1.24
4.5788,1.248
4.579,1.248
4.5792,1.256
4.5794,1.256
4.5796,1.272
4.5798,1.272
4.58,1.28
4.5802,1.28
4.5804,1.288
4.5806,1.304
4.5808,1.304
4.581,1.312
4.5812,1.312
4.5814,1.32
4.5816,1.32
4.5818,1.328
4.582,1.336
4.5822,1.336
4.5824,1.336
4.5826,1.344
4.5828,1.352
4.583,1.352
4.5832,1.352
4.5834,1.36
4.5836,1.36
4.5838,1.368
4.584,1.376
4.5842,1.376
4.5844,1.376
4.5846,1.384
4.5848,1.392
4.585,1.392
4.5852,1.4
4.5854,1.4
4.5856,1.408
4.5858,1.408
4.586,1.416
4.5862,1.416
4.5864,1.424
4.5866,1.424
4.5868,1.432
4.587,1.432
4.5872,1.44
4.5874,1.44
4.5876,1.44
4.5878,1.44
4.588,1.44
4.5882,1.448
4.5884,1.448
4.5886,1.448
4.5888,1.456
4.589,1.456
4.5892,1.448
4.5894,1.456
4.5896,1.456
4.5898,1.456
4.59,1.456
4.5902,1.456
4.5904,1.456
4.5906,1.456
4.5908,1.456
4.591,1.456
4.5912,1.464
4.5914,1.456
4.5916,1.456
4.5918,1.448
4.592,1.448
4.5922,1.448
4.5924,1.448
4.5926,1.448
4.5928,1.448
4.593,1.44
4.5932,1.44
4.5934,1.44
4.5936,1.432
4.5938,1.432
4.594,1.424
4.5942,1.424
4.5944,1.424
4.5946,1.416
4.5948,1.408
4.595,1.408
4.5952,1.4
4.5954,1.4
4.5956,1.392
4.5958,1.384
4.596,1.376
4.5962,1.376
4.5964,1.376
4.5966,1.368
4.5968,1.36
4.597,1.352
4.5972,1.344
4.5974,1.336
4.5976,1.328
4.5978,1.32
4.598,1.312
4.5982,1.312
4.5984,1.304
4.5986,1.296
4.5988,1.288
4.599,1.28
4.5992,1.264
4.5994,1.264
4.5996,1.256
4.5998,1.248
4.6,1.248
4.6002,1.232
4.6004,1.232
4.6006,1.216
4.6008,1.2
4.601,1.192
4.6012,1.184
4.6014,1.176
4.6016,1.16
4.6018,1.152
4.602,1.144
4.6022,1.136
4.6024,1.12
4.6026,1.112
4.6028,1.096
4.603,1.088
4.6032,1.08
4.6034,1.064
4.6036,1.056
4.6038,1.04
4.604,1.032
4.6042,1.024
4.6044,1.008
4.6046,1
4.6048,0.984
4.605,0.976
4.6052,0.968
4.6054,0.96
4.6056,0.952
4.6058,0.936
4.606,0.928
4.6062,0.92
4.6064,0.904
4.6066,0.896
4.6068,0.888
4.607,0.872
4.6072,0.856
4.6074,0.848
4.6076,0.84
4.6078,0.832
4.608,0.824
4.6082,0.808
4.6084,0.792
4.6086,0.784
4.6088,0.768
4.609,0.76
4.6092,0.752
4.6094,0.744
4.6096,0.736
4.6098,0.728
4.61,0.72
4.6102,0.712
4.6104,0.704
4.6106,0.696
4.6108,0.688
4.611,0.68
4.6112,0.672
4.6114,0.664
4.6116,0.656
4.6118,0.656
4.612,0.648
4.6122,0.648
4.6124,0.64
4.6126,0.624
4.6128,0.624
4.613,0.624
4.6132,0.616
4.6134,0.608
4.6136,0.608
4.6138,0.608
4.614,0.6
4.6142,0.592
4.6144,0.592
4.6146,0.584
4.6148,0.584
4.615,0.584
4.6152,0.576
4.6154,0.576
4.6156,0.576
4.6158,0.568
4.616,0.576
4.6162,0.568
4.6164,0.568
4.6166,0.568
4.6168,0.568
4.617,0.568
4.6172,0.568
4.6174,0.56
4.6176,0.56
4.6178,0.56
4.618,0.568
4.6182,0.568
4.6184,0.568
4.6186,0.568
4.6188,0.568
4.619,0.568
4.6192,0.568
4.6194,0.568
4.6196,0.568
4.6198,0.568
4.62,0.576
4.6202,0.576
4.6204,0.576
4.6206,0.584
4.6208,0.592
4.621,0.592
4.6212,0.592
4.6214,0.6
4.6216,0.6
4.6218,0.608
4.622,0.608
4.6222,0.616
4.6224,0.616
4.6226,0.624
4.6228,0.632
4.623,0.632
4.6232,0.64
4.6234,0.648
4.6236,0.648
4.6238,0.664
4.624,0.672
4.6242,0.68
4.6244,0.688
4.6246,0.696
4.6248,0.704
4.625,0.712
4.6252,0.72
4.6254,0.728
4.6256,0.744
4.6258,0.752
4.626,0.76
4.6262,0.768
4.6264,0.776
4.6266,0.784
4.6268,0.792
4.627,0.8
4.6272,0.808
4.6274,0.824
4.6276,0.832
4.6278,0.84
4.628,0.848
4.6282,0.864
4.6284,0.872
4.6286,0.88
4.6288,0.896
4.629,0.904
4.6292,0.912
4.6294,0.928
4.6296,0.936
4.6298,0.944
4.63,0.96
4.6302,0.968
4.6304,0.984
4.6306,0.992
4.6308,1.008
4.631,1.016
4.6312,1.032
4.6314,1.04
4.6316,1.056
4.6318,1.064
4.632,1.072
4.6322,1.08
4.6324,1.088
4.6326,1.096
4.6328,1.112
4.633,1.112
4.6332,1.12
4.6334,1.136
4.6336,1.144
4.6338,1.16
4.634,1.16
4.6342,1.176
4.6344,1.184
4.6346,1.192
4.6348,1.208
4.635,1.216
4.6352,1.224
4.6354,1.24
4.6356,1.24
4.6358,1.256
4.636,1.264
4.6362,1.272
4.6364,1.28
4.6366,1.296
4.6368,1.296
4.637,1.304
4.6372,1.312
4.6374,1.32
4.6376,1.328
4.6378,1.336
4.638,1.344
4.6382,1.352
4.6384,1.352
4.6386,1.368
4.6388,1.376
4.639,1.376
4.6392,1.384
4.6394,1.392
4.6396,1.392
4.6398,1.4
4.64,1.408
4.6402,1.416
4.6404,1.416
4.6406,1.424
4.6408,1.432
4.641,1.44
4.6412,1.44
4.6414,1.448
4.6416,1.456
4.6418,1.456
4.642,1.464
4.6422,1.464
4.6424,1.464
4.6426,1.472
4.6428,1.48
4.643,1.48
4.6432,1.48
4.6434,1.488
4.6436,1.488
4.6438,1.488
4.644,1.496
4.6442,1.496
4.6444,1.496
4.6446,1.496
4.6448,1.504
4.645,1.504
4.6452,1.512
4.6454,1.512
4.6456,1.512
4.6458,1.512
4.646,1.512
4.6462,1.512
4.6464,1.512
4.6466,1.52
4.6468,1.52
4.647,1.52
4.6472,1.52
4.6474,1.52
4.6476,1.52
4.6478,1.528
4.648,1.528
4.6482,1.528
4.6484,1.528
4.6486,1.528
4.6488,1.528
4.649,1.536
4.6492,1.536
4.6494,1.536
4.6496,1.528
4.6498,1.528
4.65,1.528
4.6502,1.536
4.6504,1.536
4.6506,1.536
4.6508,1.536
4.651,1.536
4.6512,1.536
4.6514,1.536
4.6516,1.536
4.6518,1.536
4.652,1.536
4.6522,1.544
4.6524,1.536
4.6526,1.536
4.6528,1.536
4.653,1.536
4.6532,1.536
4.6534,1.536
4.6536,1.536
4.6538,1.536
4.654,1.544
4.6542,1.544
4.6544,1.544
4.6546,1.536
4.6548,1.536
4.655,1.544
4.6552,1.536
4.6554,1.536
4.6556,1.544
4.6558,1.544
4.656,1.544
4.6562,1.544
4.6564,1.544
4.6566,1.536
4.6568,1.536
4.657,1.536
4.6572,1.536
4.6574,1.536
4.6576,1.536
4.6578,1.544
4.658,1.544
4.6582,1.536
4.6584,1.536
4.6586,1.544
4.6588,1.536
4.659,1.536
4.6592,1.536
4.6594,1.544
4.6596,1.536
4.6598,1.536
4.66,1.536
4.6602,1.536
4.6604,1.536
4.6606,1.536
4.6608,1.536
4.661,1.536
4.6612,1.544
4.6614,1.544
4.6616,1.536
4.6618,1.536
4.662,1.544
4.6622,1.536
4.6624,1.536
4.6626,1.536
4.6628,1.544
4.663,1.536
4.6632,1.536
4.6634,1.536
4.6636,1.536
4.6638,1.536
4.664,1.536
4.6642,1.536
4.6644,1.536
4.6646,1.536
4.6648,1.536
4.665,1.536
4.6652,1.536
4.6654,1.536
4.6656,1.536
4.6658,1.536
4.666,1.536
4.6662,1.536
4.6664,1.536
4.6666,1.536
4.6668,1.536
4.667,1.536
4.6672,1.536
4.6674,1.536
4.6676,1.536
4.6678,1.536
4.668,1.536
4.6682,1.536
4.6684,1.536
4.6686,1.536
4.6688,1.536
4.669,1.536
4.6692,1.536
4.6694,1.536
4.6696,1.536
4.6698,1.536
4.67,1.536
4.6702,1.536
4.6704,1.536
4.6706,1.536
4.6708,1.536
4.671,1.536
4.6712,1.536
4.6714,1.536
4.6716,1.528
4.6718,1.536
4.672,1.536
4.6722,1.536
4.6724,1.528
4.6726,1.536
4.6728,1.536
4.673,1.536
4.6732,1.528
4.6734,1.536
4.6736,1.536
4.6738,1.536
4.674,1.536
4.6742,1.536
4.6744,1.536
4.6746,1.528
4.6748,1.536
4.675,1.536
4.6752,1.536
4.6754,1.528
4.6756,1.536
4.6758,1.536
4.676,1.536
4.6762,1.536
4.6764,1.536
4.6766,1.528
4.6768,1.536
4.677,1.536
4.6772,1.536
4.6774,1.536
4.6776,1.536
4.6778,1.528
4.678,1.536
4.6782,1.528
4.6784,1.528
4.6786,1.528
4.6788,1.536
4.679,1.528
4.6792,1.528
4.6794,1.528
4.6796,1.528
4.6798,1.528
4.68,1.528
4.6802,1.528
4.6804,1.528
4.6806,1.528
4.6808,1.528
4.681,1.528
4.6812,1.528
4.6814,1.528
4.6816,1.528
4.6818,1.528
4.682,1.528
4.6822,1.528
4.6824,1.528
4.6826,1.528
4.6828,1.528
4.683,1.528
4.6832,1.528
4.6834,1.528
4.6836,1.528
4.6838,1.528
4.684,1.528
4.6842,1.528
4.6844,1.528
4.6846,1.528
4.6848,1.528
4.685,1.528
4.6852,1.528
4.6854,1.528
4.6856,1.528
4.6858,1.536
4.686,1.52
4.6862,1.52
4.6864,1.528
4.6866,1.528
4.6868,1.528
4.687,1.528
4.6872,1.528
4.6874,1.528
4.6876,1.528
4.6878,1.528
4.688,1.528
4.6882,1.528
4.6884,1.528
4.6886,1.528
4.6888,1.528
4.689,1.528
4.6892,1.52
4.6894,1.528
4.6896,1.528
4.6898,1.528
4.69,1.528
4.6902,1.528
4.6904,1.52
4.6906,1.52
4.6908,1.52
4.691,1.52
4.6912,1.528
4.6914,1.528
4.6916,1.52
4.6918,1.528
4.692,1.528
4.6922,1.52
4.6924,1.52
4.6926,1.528
4.6928,1.52
4.693,1.52
4.6932,1.52
4.6934,1.528
4.6936,1.52
4.6938,1.52
4.694,1.52
4.6942,1.52
4.6944,1.52
4.6946,1.52
4.6948,1.528
4.695,1.52
4.6952,1.52
4.6954,1.52
4.6956,1.52
4.6958,1.52
4.696,1.52
4.6962,1.52
4.6964,1.52
4.6966,1.52
4.6968,1.52
4.697,1.52
4.6972,1.52
4.6974,1.528
4.6976,1.52
4.6978,1.52
4.698,1.52
4.6982,1.52
4.6984,1.52
4.6986,1.52
4.6988,1.52
4.699,1.52
4.6992,1.52
4.6994,1.52
4.6996,1.52
4.6998,1.52
4.7,1.52
4.7002,1.52
4.7004,1.52
4.7006,1.52
4.7008,1.52
4.701,1.52
4.7012,1.52
4.7014,1.52
4.7016,1.52
4.7018,1.52
4.702,1.52
4.7022,1.52
4.7024,1.52
4.7026,1.52
4.7028,1.52
4.703,1.52
4.7032,1.52
4.7034,1.52
4.7036,1.52
4.7038,1.52
4.704,1.52
4.7042,1.52
4.7044,1.52
4.7046,1.512
4.7048,1.512
4.705,1.512
4.7052,1.52
4.7054,1.52
4.7056,1.512
4.7058,1.52
4.706,1.512
4.7062,1.52
4.7064,1.52
4.7066,1.52
4.7068,1.512
4.707,1.52
4.7072,1.512
4.7074,1.512
4.7076,1.52
4.7078,1.512
4.708,1.512
4.7082,1.512
4.7084,1.512
4.7086,1.512
4.7088,1.512
4.709,1.512
4.7092,1.512
4.7094,1.512
4.7096,1.512
4.7098,1.512
4.71,1.512
4.7102,1.512
4.7104,1.512
4.7106,1.512
4.7108,1.512
4.711,1.512
4.7112,1.512
4.7114,1.512
4.7116,1.512
4.7118,1.512
4.712,1.512
4.7122,1.504
4.7124,1.504
4.7126,1.504
4.7128,1.504
4.713,1.504
4.7132,1.496
4.7134,1.504
4.7136,1.504
4.7138,1.504
4.714,1.504
4.7142,1.496
4.7144,1.496
4.7146,1.496
4.7148,1.496
4.715,1.496
4.7152,1.496
4.7154,1.496
4.7156,1.488
4.7158,1.488
4.716,1.496
4.7162,1.488
4.7164,1.488
4.7166,1.488
4.7168,1.48
4.717,1.48
4.7172,1.48
4.7174,1.48
4.7176,1.48
4.7178,1.472
4.718,1.472
4.7182,1.472
4.7184,1.464
4.7186,1.464
4.7188,1.456
4.719,1.464
4.7192,1.456
4.7194,1.448
4.7196,1.448
4.7198,1.448
4.72,1.44
4.7202,1.44
4.7204,1.432
4.7206,1.432
4.7208,1.424
4.721,1.424
4.7212,1.416
4.7214,1.416
4.7216,1.408
4.7218,1.408
4.722,1.4
4.7222,1.4
4.7224,1.392
4.7226,1.384
4.7228,1.376
4.723,1.376
4.7232,1.368
4.7234,1.368
4.7236,1.368
4.7238,1.36
4.724,1.352
4.7242,1.344
4.7244,1.336
4.7246,1.32
4.7248,1.32
4.725,1.312
4.7252,1.304
4.7254,1.296
4.7256,1.288
4.7258,1.28
4.726,1.264
4.7262,1.264
4.7264,1.256
4.7266,1.248
4.7268,1.24
4.727,1.232
4.7272,1.224
4.7274,1.216
4.7276,1.208
4.7278,1.2
4.728,1.192
4.7282,1.176
4.7284,1.176
4.7286,1.168
4.7288,1.152
4.729,1.144
4.7292,1.144
4.7294,1.128
4.7296,1.12
4.7298,1.112
