t,V
10.198,0.016
10.2,0.008
10.202,0.016
10.204,0.016
10.206,0.016
10.208,0.016
10.21,0.008
10.212,0.008
10.214,0.016
10.216,0.016
10.218,0.016
10.22,0.016
10.222,0.008
10.224,0.008
10.226,0.008
10.228,0.008
10.23,0.016
10.232,0.016
10.234,0.008
10.236,0.016
10.238,0.008
10.24,0.008
10.242,0.016
10.244,0.008
10.246,0.016
10.248,0.008
10.25,0.008
10.252,0.016
10.254,0.016
10.256,0.016
10.258,0.008
10.26,0.016
10.262,0.008
10.264,0.016
10.266,0.016
10.268,0.016
10.27,0.008
10.272,0.008
10.274,0.008
10.276,0.016
10.278,0.016
10.28,0.016
10.282,0.008
10.284,0.008
10.286,0.016
10.288,0.016
10.29,0.008
10.292,0.008
10.294,0.008
10.296,0.016
10.298,0.008
10.3,0.008
10.302,0.016
10.304,0.016
10.306,0.016
10.308,0.016
10.31,0.008
10.312,0.008
10.314,0.016
10.316,0.016
10.318,0.008
10.32,0.008
10.322,0.016
10.324,0.008
10.326,0.016
10.328,0.008
10.33,0.016
10.332,0.008
10.334,0.016
10.336,0.008
10.338,0.016
10.34,0.008
10.342,0.008
10.344,0.008
10.346,0.016
10.348,0.016
10.35,0.008
10.352,0.016
10.354,0.008
10.356,0.008
10.358,0.016
10.36,0.008
10.362,0.008
10.364,0.008
10.366,0.008
10.368,0.016
10.37,0.008
10.372,0.016
10.374,0.008
10.376,0.008
10.378,0.016
10.38,0.016
10.382,0.016
10.384,0.008
10.386,0.008
10.388,0.008
10.39,0.016
10.392,0.016
10.394,0.016
10.396,0.008
10.398,0.008
10.4,0.008
10.402,0.008
10.404,0.008
10.406,0.008
10.408,0.008
10.41,0.008
10.412,0.008
10.414,0.008
10.416,0.008
10.418,0.008
10.42,0.016
10.422,0.008
10.424,0.016
10.426,0.008
10.428,0.008
10.43,0.008
10.432,0.016
10.434,0.008
10.436,0.008
10.438,0.016
10.44,0.008
10.442,0.008
10.444,0.016
10.446,0.008
10.448,0.008
10.45,0.016
10.452,0.016
10.454,0.008
10.456,0.016
10.458,0.016
10.46,0.016
10.462,0.008
10.464,0.016
10.466,0.016
10.468,0.016
10.47,0.008
10.472,0.016
10.474,0.008
10.476,0.016
10.478,0.008
10.48,0.008
10.482,0.008
10.484,0.008
10.486,0.008
10.488,0.008
10.49,0.008
10.492,0.008
10.494,0.008
10.496,0.008
10.498,0.008
10.5,0.008
10.502,0.008
10.504,0.008
10.506,0.008
10.508,0.008
10.51,0.008
10.512,0.008
10.514,0.016
10.516,0.016
10.518,0.008
10.52,0.008
10.522,0.016
10.524,0.008
10.526,0.008
10.528,0.008
10.53,0.008
10.532,0.016
10.534,0.016
10.536,0.008
10.538,0.008
10.54,0.008
10.542,0.008
10.544,0.016
10.546,0.008
10.548,0.008
10.55,0.008
10.552,0.016
10.554,0.008
10.556,0.008
10.558,0.008
10.56,0.008
10.562,0.008
10.564,0.016
10.566,0.016
10.568,0.008
10.57,0.008
10.572,0.016
10.574,0.016
10.576,0.016
10.578,0.016
10.58,0.008
10.582,0.016
10.584,0.016
10.586,0.008
10.588,0.008
10.59,0.008
10.592,0.008
10.594,0.016
10.596,0.008
10.598,0.016
10.6,0.016
10.602,0.008
10.604,0.008
10.606,0.008
10.608,0.008
10.61,0.008
10.612,0.008
10.614,0.016
10.616,0.008
10.618,0.008
10.62,0.016
10.622,0.008
10.624,0.008
10.626,0.016
10.628,0.008
10.63,0.016
10.632,0.016
10.634,0.008
10.636,0.008
10.638,0.016
10.64,0.008
10.642,0.008
10.644,0.016
10.646,0.016
10.648,0.008
10.65,0.016
10.652,0.008
10.654,0.016
10.656,0.008
10.658,0.008
10.66,0.016
10.662,0.008
10.664,0.008
10.666,0.016
10.668,0.016
10.67,0.008
10.672,0.008
10.674,0.008
10.676,0.008
10.678,0.008
10.68,0.016
10.682,0.016
10.684,0.008
10.686,0.016
10.688,0.008
10.69,0.016
10.692,0.008
10.694,0.016
10.696,0.016
10.698,0.016
10.7,0.016
10.702,0.016
10.704,0.008
10.706,0.008
10.708,0.008
10.71,0.016
10.712,0.016
10.714,0.008
10.716,0.008
10.718,0.008
10.72,0.016
10.722,0.008
10.724,0.016
10.726,0.008
10.728,0.016
10.73,0.008
10.732,0.016
10.734,0.008
10.736,0.016
10.738,0.016
10.74,0.008
10.742,0.008
10.744,0.008
10.746,0.008
10.748,0.008
10.75,0.008
10.752,0.016
10.754,0.008
10.756,0.016
10.758,0.016
10.76,0.016
10.762,0.008
10.764,0.008
10.766,0.008
10.768,0.008
10.77,0.008
10.772,0.016
10.774,0.008
10.776,0.008
10.778,0.016
10.78,0.016
10.782,0.016
10.784,0.008
10.786,0.016
10.788,0.008
10.79,0.008
10.792,0.016
10.794,0.016
10.796,0.016
10.798,0.016
10.8,0.008
10.802,0.008
10.804,0.008
10.806,0.016
10.808,0.016
10.81,0.008
10.812,0.016
10.814,0.008
10.816,0.008
10.818,0.008
10.82,0.016
10.822,0.008
10.824,0.016
10.826,0.016
10.828,0.008
10.83,0.008
10.832,0.016
10.834,0.016
10.836,0.016
10.838,0.016
10.84,0.008
10.842,0.008
10.844,0.008
10.846,0.008
10.848,0.008
10.85,0.016
10.852,0.016
10.854,0.016
10.856,0.008
10.858,0.016
10.86,0.016
10.862,0.008
10.864,0.016
10.866,0.008
10.868,0.008
10.87,0.016
10.872,0.016
10.874,0.008
10.876,0.016
10.878,0.016
10.88,0.016
10.882,0.016
10.884,0.016
10.886,0.008
10.888,0.008
10.89,0.008
10.892,0.008
10.894,0.008
10.896,0.008
10.898,0.008
10.9,0.008
10.902,0.008
10.904,0.008
10.906,0.016
10.908,0.008
10.91,0.016
10.912,0.008
10.914,0.016
10.916,0.008
10.918,0.016
10.92,0.016
10.922,0.008
10.924,0.016
10.926,0.008
10.928,0.008
10.93,0.008
10.932,0.016
10.934,0.008
10.936,0.008
10.938,0.008
10.94,0.008
10.942,0.008
10.944,0.008
10.946,0.016
10.948,0.016
10.95,0.008
10.952,0.008
10.954,0.016
10.956,0.008
10.958,0.008
10.96,0.016
10.962,0.008
10.964,0.016
10.966,0.016
10.968,0.016
10.97,0.008
10.972,0.016
10.974,0.016
10.976,0.008
10.978,0.016
10.98,0.008
10.982,0.008
10.984,0.016
10.986,0.016
10.988,0.008
10.99,0.008
10.992,0.016
10.994,0.016
10.996,0.016
10.998,0.016
11,0.016
11.002,0.008
11.004,0.016
11.006,0.008
11.008,0.016
11.01,0.008
11.012,0.008
11.014,0.016
11.016,0.008
11.018,0.008
11.02,0.016
11.022,0.008
11.024,0.016
11.026,0.016
11.028,0.016
11.03,0.016
11.032,0.008
11.034,0.008
11.036,0.008
11.038,0.008
11.04,0.016
11.042,0.008
11.044,0.008
11.046,0.008
11.048,0.008
11.05,0.016
11.052,0.016
11.054,0.016
11.056,0.016
11.058,0.008
11.06,0.008
11.062,0.016
11.064,0.016
11.066,0.008
11.068,0.016
11.07,0.016
11.072,0.016
11.074,0.016
11.076,0.008
11.078,0.016
11.08,0.016
11.082,0.016
11.084,0.008
11.086,0.016
11.088,0.016
11.09,0.016
11.092,0.016
11.094,0.008
11.096,0.016
11.098,0.016
11.1,0.008
11.102,0.008
11.104,0.016
11.106,0.016
11.108,0.008
11.11,0.016
11.112,0.008
11.114,0.016
11.116,0.016
11.118,0.016
11.12,0.016
11.122,0.008
11.124,0.016
11.126,0.008
11.128,0.016
11.13,0.008
11.132,0.016
11.134,0.008
11.136,0.016
11.138,0.016
11.14,0.008
11.142,0.008
11.144,0.016
11.146,0.016
11.148,0.016
11.15,0.016
11.152,0.008
11.154,0.008
11.156,0.016
11.158,0.016
11.16,0.016
11.162,0.016
11.164,0.016
11.166,0.008
11.168,0.008
11.17,0.016
11.172,0.008
11.174,0.016
11.176,0.016
11.178,0.016
11.18,0.016
11.182,0.008
11.184,0.016
11.186,0.016
11.188,0.016
11.19,0.016
11.192,0.016
11.194,0.016
11.196,0.016
11.198,0.008
11.2,0.016
11.202,0.008
11.204,0.016
11.206,0.008
11.208,0.008
11.21,0.008
11.212,0.008
11.214,0.016
11.216,0.016
11.218,0.016
11.22,0.008
11.222,0.016
11.224,0.008
11.226,0.016
11.228,0.016
11.23,0.016
11.232,0.016
11.234,0.016
11.236,0.016
11.238,0.008
11.24,0.008
11.242,0.016
11.244,0.016
11.246,0.008
11.248,0.016
11.25,0.016
11.252,0.008
11.254,0.016
11.256,0.008
11.258,0.016
11.26,0.008
11.262,0.016
11.264,0.016
11.266,0.016
11.268,0.008
11.27,0.016
11.272,0.016
11.274,0.016
11.276,0.016
11.278,0.016
11.28,0.008
11.282,0.016
11.284,0.008
11.286,0.016
11.288,0.016
11.29,0.016
11.292,0.016
11.294,0.016
11.296,0.016
11.298,0.016
11.3,0.016
11.302,0.016
11.304,0.016
11.306,0.016
11.308,0.016
11.31,0.008
11.312,0.016
11.314,0.016
11.316,0.016
11.318,0.016
11.32,0.016
11.322,0.008
11.324,0.016
11.326,0.016
11.328,0.016
11.33,0.016
11.332,0.016
11.334,0.016
11.336,0.008
11.338,0.016
11.34,0.016
11.342,0.008
11.344,0.008
11.346,0.016
11.348,0.008
11.35,0.016
11.352,0.016
11.354,0.008
11.356,0.016
11.358,0.016
11.36,0.008
11.362,0.016
11.364,0.016
11.366,0.016
11.368,0.016
11.37,0.016
11.372,0.016
11.374,0.016
11.376,0.016
11.378,0.016
11.38,0.016
11.382,0.016
11.384,0.008
11.386,0.016
11.388,0.016
11.39,0.016
11.392,0.016
11.394,0.016
11.396,0.016
11.398,0.016
11.4,0.016
11.402,0.016
11.404,0.016
11.406,0.016
11.408,0.016
11.41,0.008
11.412,0.016
11.414,0.016
11.416,0.016
11.418,0.008
11.42,0.016
11.422,0.024
11.424,0.016
11.426,0.016
11.428,0.016
11.43,0.016
11.432,0.016
11.434,0.016
11.436,0.016
11.438,0.016
11.44,0.016
11.442,0.016
11.444,0.008
11.446,0.016
11.448,0.016
11.45,0.016
11.452,0.008
11.454,0.008
11.456,0.016
11.458,0.016
11.46,0.016
11.462,0.016
11.464,0.016
11.466,0.016
11.468,0.008
11.47,0.016
11.472,0.016
11.474,0.016
11.476,0.016
11.478,0.016
11.48,0.016
11.482,0.016
11.484,0.016
11.486,0.016
11.488,0.016
11.49,0.016
11.492,0.016
11.494,0.016
11.496,0.016
11.498,0.016
11.5,0.008
11.502,0.016
11.504,0.016
11.506,0.016
11.508,0.016
11.51,0.016
11.512,0.016
11.514,0.016
11.516,0.016
11.518,0.008
11.52,0.016
11.522,0.008
11.524,0.016
11.526,0.016
11.528,0.016
11.53,0.016
11.532,0.016
11.534,0.016
11.536,0.016
11.538,0.016
11.54,0.016
11.542,0.016
11.544,0.016
11.546,0.016
11.548,0.016
11.55,0.016
11.552,0.016
11.554,0.008
11.556,0.016
11.558,0.016
11.56,0.016
11.562,0.016
11.564,0.016
11.566,0.008
11.568,0.016
11.57,0.016
11.572,0.024
11.574,0.016
11.576,0.016
11.578,0.016
11.58,0.016
11.582,0.016
11.584,0.016
11.586,0.016
11.588,0.024
11.59,0.016
11.592,0.016
11.594,0.016
11.596,0.016
11.598,0.016
11.6,0.016
11.602,0.016
11.604,0.016
11.606,0.024
11.608,0.016
11.61,0.016
11.612,0.016
11.614,0.016
11.616,0.016
11.618,0.016
11.62,0.016
11.622,0.016
11.624,0.016
11.626,0.016
11.628,0.016
11.63,0.016
11.632,0.016
11.634,0.016
11.636,0.016
11.638,0.016
11.64,0.024
11.642,0.024
11.644,0.016
11.646,0.016
11.648,0.024
11.65,0.016
11.652,0.016
11.654,0.024
11.656,0.016
11.658,0.016
11.66,0.016
11.662,0.016
11.664,0.024
11.666,0.024
11.668,0.024
11.67,0.016
11.672,0.016
11.674,0.024
11.676,0.016
11.678,0.024
11.68,0.024
11.682,0.024
11.684,0.016
11.686,0.016
11.688,0.024
11.69,0.016
11.692,0.024
11.694,0.016
11.696,0.016
11.698,0.016
11.7,0.024
11.702,0.024
11.704,0.016
11.706,0.016
11.708,0.024
11.71,0.016
11.712,0.024
11.714,0.016
11.716,0.024
11.718,0.016
11.72,0.016
11.722,0.024
11.724,0.016
11.726,0.016
11.728,0.024
11.73,0.016
11.732,0.016
11.734,0.024
11.736,0.016
11.738,0.016
11.74,0.024
11.742,0.024
11.744,0.024
11.746,0.016
11.748,0.024
11.75,0.016
11.752,0.016
11.754,0.016
11.756,0.016
11.758,0.024
11.76,0.016
11.762,0.016
11.764,0.016
11.766,0.016
11.768,0.016
11.77,0.016
11.772,0.016
11.774,0.016
11.776,0.016
11.778,0.024
11.78,0.016
11.782,0.024
11.784,0.016
11.786,0.016
11.788,0.024
11.79,0.016
11.792,0.016
11.794,0.016
11.796,0.016
11.798,0.016
11.8,0.024
11.802,0.024
11.804,0.024
11.806,0.024
11.808,0.016
11.81,0.024
11.812,0.024
11.814,0.024
11.816,0.016
11.818,0.024
11.82,0.024
11.822,0.024
11.824,0.024
11.826,0.024
11.828,0.024
11.83,0.024
11.832,0.016
11.834,0.024
11.836,0.024
11.838,0.024
11.84,0.024
11.842,0.024
11.844,0.024
11.846,0.024
11.848,0.024
11.85,0.024
11.852,0.024
11.854,0.024
11.856,0.024
11.858,0.024
11.86,0.024
11.862,0.024
11.864,0.024
11.866,0.024
11.868,0.024
11.87,0.024
11.872,0.024
11.874,0.024
11.876,0.024
11.878,0.024
11.88,0.024
11.882,0.024
11.884,0.024
11.886,0.024
11.888,0.024
11.89,0.024
11.892,0.024
11.894,0.024
11.896,0.024
11.898,0.024
11.9,0.024
11.902,0.024
11.904,0.024
11.906,0.024
11.908,0.024
11.91,0.024
11.912,0.024
11.914,0.024
11.916,0.024
11.918,0.024
11.92,0.024
11.922,0.024
11.924,0.024
11.926,0.024
11.928,0.024
11.93,0.032
11.932,0.024
11.934,0.024
11.936,0.024
11.938,0.032
11.94,0.024
11.942,0.032
11.944,0.024
11.946,0.032
11.948,0.024
11.95,0.032
11.952,0.024
11.954,0.024
11.956,0.024
11.958,0.024
11.96,0.024
11.962,0.024
11.964,0.032
11.966,0.032
11.968,0.032
11.97,0.024
11.972,0.032
11.974,0.032
11.976,0.024
11.978,0.032
11.98,0.032
11.982,0.024
11.984,0.032
11.986,0.024
11.988,0.032
11.99,0.032
11.992,0.032
11.994,0.032
11.996,0.032
11.998,0.04
12,0.032
12.002,0.032
12.004,0.032
12.006,0.032
12.008,0.032
12.01,0.032
12.012,0.04
12.014,0.032
12.016,0.032
12.018,0.032
12.02,0.032
12.022,0.04
12.024,0.032
12.026,0.032
12.028,0.032
12.03,0.032
12.032,0.032
12.034,0.032
12.036,0.032
12.038,0.032
12.04,0.032
12.042,0.032
12.044,0.032
12.046,0.032
12.048,0.032
12.05,0.04
12.052,0.032
12.054,0.032
12.056,0.04
12.058,0.032
12.06,0.04
12.062,0.04
12.064,0.032
12.066,0.04
12.068,0.032
12.07,0.032
12.072,0.032
12.074,0.032
12.076,0.032
12.078,0.04
12.08,0.032
12.082,0.04
12.084,0.032
12.086,0.032
12.088,0.032
12.09,0.04
12.092,0.04
12.094,0.04
12.096,0.04
12.098,0.04
12.1,0.04
12.102,0.04
12.104,0.04
12.106,0.04
12.108,0.04
12.11,0.04
12.112,0.04
12.114,0.04
12.116,0.04
12.118,0.04
12.12,0.04
12.122,0.04
12.124,0.04
12.126,0.04
12.128,0.04
12.13,0.04
12.132,0.04
12.134,0.048
12.136,0.048
12.138,0.04
12.14,0.048
12.142,0.048
12.144,0.04
12.146,0.048
12.148,0.048
12.15,0.048
12.152,0.056
12.154,0.048
12.156,0.048
12.158,0.056
12.16,0.056
12.162,0.056
12.164,0.048
12.166,0.048
12.168,0.056
12.17,0.056
12.172,0.056
12.174,0.056
12.176,0.056
12.178,0.056
12.18,0.056
12.182,0.056
12.184,0.048
12.186,0.056
12.188,0.056
12.19,0.056
12.192,0.056
12.194,0.056
12.196,0.056
12.198,0.056
12.2,0.056
12.202,0.056
12.204,0.056
12.206,0.056
12.208,0.056
12.21,0.056
12.212,0.056
12.214,0.056
12.216,0.056
12.218,0.056
12.22,0.056
12.222,0.064
12.224,0.056
12.226,0.064
12.228,0.064
12.23,0.064
12.232,0.064
12.234,0.064
12.236,0.064
12.238,0.064
12.24,0.064
12.242,0.072
12.244,0.072
12.246,0.064
12.248,0.072
12.25,0.072
12.252,0.072
12.254,0.072
12.256,0.072
12.258,0.072
12.26,0.072
12.262,0.08
12.264,0.08
12.266,0.08
12.268,0.08
12.27,0.08
12.272,0.08
12.274,0.08
12.276,0.08
12.278,0.08
12.28,0.08
12.282,0.08
12.284,0.08
12.286,0.08
12.288,0.08
12.29,0.08
12.292,0.08
12.294,0.08
12.296,0.08
12.298,0.08
12.3,0.088
12.302,0.088
12.304,0.088
12.306,0.088
12.308,0.088
12.31,0.096
12.312,0.096
12.314,0.096
12.316,0.096
12.318,0.096
12.32,0.104
12.322,0.104
12.324,0.104
12.326,0.104
12.328,0.112
12.33,0.112
12.332,0.112
12.334,0.12
12.336,0.112
12.338,0.12
12.34,0.12
12.342,0.12
12.344,0.12
12.346,0.128
12.348,0.12
12.35,0.12
12.352,0.128
12.354,0.12
12.356,0.128
12.358,0.128
12.36,0.128
12.362,0.128
12.364,0.128
12.366,0.128
12.368,0.128
12.37,0.128
12.372,0.136
12.374,0.136
12.376,0.144
12.378,0.144
12.38,0.136
12.382,0.144
12.384,0.144
12.386,0.144
12.388,0.152
